label,description,slug,airtableId,tags,created,updated,synced
Security and Investigations,"This industry includes entities that:
1. Provide investigation, guard, and armored car services
2. Sell security systems, such as burglar and fire alarms and locking devices, along with installation, repair, or monitoring services
3. Provide remote monitoring of electronic security alarm systems.",security-and-investigations,recHSjaEoazyHhLSQ,,2023-02-16 15:33:40,,
Security Guards and Patrol,"This industry includes entities that provide staff for guard and patrol services, such as bodyguard, guard dog, and parking security services.",security-guards-and-patrol,recbRdzwAZOYSwxqc,,2023-02-16 15:33:40,,
Security Systems,"This industry includes entities that sell security systems hardware , such as burglar and fire alarms and locking devices, along with installation, repair, or remote monitoring of electronic security alarm systems.",security-systems,recMWqnE1B5u8iAeO,,2023-02-16 15:33:40,,
Semiconductor Manufacturing,This industry includes entities that manufacture semiconductors and other components for electronic applications.,semiconductor-manufacturing,recNiRTG6U1AmRMP8,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Semiconductors,This industry includes entities that produce and/or sell semiconductors.,semiconductors,recIqavwe0Lbfd8TQ,,2023-02-16 15:33:40,,
Services for the Elderly and Disabled,This industry includes entities that provide services in support of the elderly and disabled.,services-for-the-elderly-and-disabled,recM99AGDQJMVjSvY,,2023-02-16 15:33:40,,
Sheet Music Publishing,"This industry includes entities that primarily acquire and register copyrights for musical compositions in accordance with law and promoting and authorizing the use of these compositions in recordings, radio, television, motion pictures, live performances, print, or other media.",sheet-music-publishing,recAHm0BWlcdlUovn,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Shipbuilding,"This industry includes entities that operate shipyards or boatyards (i.e., ship or boat manufacturing facilities). Activities include the construction of ships, their repair, conversion and alteration, production of prefabricated ship and barge sections, and specialized services such as ship scaling.",shipbuilding,recktFgByeHByzB9I,,2023-02-16 15:33:40,,
Shuttles and Special Needs Transportation,"This industry includes entities that primarily provide other transit and ground passenger transportation (except urban transit systems, interurban and rural bus transportation, taxi services, school and employee bus transportation, charter bus services, and limousine services (except shuttle services), which are in separate industries), including shuttle services (except employee bus, which is in a separate industry) and special needs transportation services.",shuttles-and-special-needs-transportation,rec7B9e2aMIy9Zwa1,,2023-02-16 15:33:40,,
Sightseeing Transportation,This industry includes entities that primarily use transportation equipment to provide recreation and entertainment.,sightseeing-transportation,recrb2SAiojiPaH0F,,2023-02-16 15:33:40,,
Skiing Facilities,"This industry includes entities that operate downhill, cross country, or related skiing areas and/or operate related equipment, such as ski lifts and tows.",skiing-facilities,recCco5C0dzhQfqAN,,2023-02-16 15:33:40,,
Soap and Cleaning Product Manufacturing,"This industry includes entities that manufacture and package soaps and other cleaning compounds, surface active agents, and textile and leather finishing agents used to reduce tension or speed the drying process.",soap-and-cleaning-product-manufacturing,recZc8YEgvQ1mkhWV,,2023-02-16 15:33:40,,
Social Networking Platforms,"This industry includes entities that provide services and infrastructure for social networking, primarily over the internet.",social-networking-platforms,reclrqfhRoNu7NNyn,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Software Development,,software-development,recBb8hgi5VZybADz,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Solar Electric Power Generation,This industry includes entities that operate solar electric power generation facilities. These facilities use energy from the sun to produce electric energy.,solar-electric-power-generation,recfWMl9BfxXQZCih,,2023-02-16 15:33:40,,
Sound Recording,"This industry includes entities that primarily produce and distribute musical recordings, publish music, or provide sound recording and related services.",sound-recording,recsjXF6fYwrFHCLx,,2023-02-16 15:33:40,,
Space Research and Technology,"This industry includes government entities that administer and operate space flights, space research, space exploration, and space flight centers.",space-research-and-technology,rec6NsiInxq9XnDnA,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Specialty Trade Contractors,"This industry includes entities that perform specific activities (e.g., pouring concrete, site preparation, plumbing, painting, and electrical work) involved in building construction or similar construction work, but are not responsible for the entire project. This includes new work, additions, alterations, maintenance, and repairs.",specialty-trade-contractors,recvmvLHu8MLKeX1Z,,2023-02-16 15:33:40,,
Spectator Sports,,spectator-sports,recWbPoQgwcBiq1YR,,2023-02-16 15:33:40,,
Sporting Goods,"This industry includes entities that produce and/or sell the equipment, materials, apparel, and gear used to participate in a sport.",sporting-goods,recbF3SJdGv25Upyb,,2023-02-16 15:33:40,,
Sporting Goods Manufacturing,This industry includes entities that manufacture sporting and athletic goods (except apparel and footwear).,sporting-goods-manufacturing,recVWpar0JKAk5vzU,,2023-02-16 15:33:40,,
Sports and Recreation Instruction,"This industry includes entities, such as camps and schools, that offer instruction in athletic activities to groups of individuals.",sports-and-recreation-instruction,rec0Re9E9odmv3Wtd,,2023-02-16 15:33:40,,
Sports Teams and Clubs,"This industry includes professional or semiprofessional sports teams or clubs participating in live sporting events, such as baseball, basketball, football, hockey, soccer, and jai alai games, before a paying audience.",sports-teams-and-clubs,reckU7ndrMu8o08J8,,2023-02-16 15:33:40,,
Spring and Wire Product Manufacturing,"This industry includes entities that manufacture steel springs by forming, such as cutting, bending, and heat winding, metal rod or strip stock and/or wire springs and fabricated wire products from wire drawn elsewhere (except watch and clock springs).",spring-and-wire-product-manufacturing,reclH9xir72x6ArJC,,2023-02-16 15:33:40,,
Staffing and Recruiting,,staffing-and-recruiting,recYm5QD3hoYC03U7,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Steam and Air-Conditioning Supply,"This industry includes entities that provide steam, heated air, or cooled air. The steam distribution may be through mains.",steam-and-air-conditioning-supply,recsdwL9Lua18c5V9,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Strategic Management,"This industry includes entities that advise on administrative and management issues, such as financial planning and asset management, records management, office planning, strategic and organizational planning, site selection, new business start-up, and business process improvement. This does not include IT or operations consulting.",strategic-management,recWc6nvthd9LNfFa,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Subdivision of Land,This industry includes entities that service land and subdivide property into lots for subsequent sale to builders. This may include excavation work for the installation of roads and utility lines. Entities that perform only the legal subdivision of land are not included.,subdivision-of-land,recU3fopzqjUR3mZO,,2023-02-16 15:33:40,,
Sugar and Confectionery Product Manufacturing,"This industry includes entities that process agricultural inputs, such as sugarcane, beet, and cacao, to give rise to a new product (sugar or chocolate) and those that begin with sugar and chocolate and process these further.",sugar-and-confectionery-product-manufacturing,recpQn71jubDi5jHZ,,2023-02-16 15:33:40,,
Taxi and Limousine,"This industry includes entities that primarily provide passenger transportation by automobile or van or providing an array of specialty and luxury passenger transportation services via limousine or luxury sedan generally on a reserved basis, and do not operate over regular routes and on regular schedules.",taxi-and-limousine,recQegWb5mCQf8HmJ,,2023-02-16 15:33:40,,
Technical and Vocational Training,,technical-and-vocational-training,rec17ugYSWGjirfYe,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Tech,,technology,recWTUpWogRD4H8K1,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Technology and Information,"This industry includes entities that publish computer software, provide data infrastructure and analytics, provide web-based platforms (including marketplace platforms and social media platforms, and media streaming services), and provide information services, including internet publishing and libraries.",technology-and-information,rechu6Y6r9xabfU5f,digital,2023-02-24 10:28:27,2023-02-24 10:28:27,
"Technology, Information and Internet",,technology-information-and-internet,recE4LtGT1pmBfeUq,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Technology, Information and Media",,technology-information-and-media,recwapMhjvVHlQ0BV,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Telecommunications,,telecommunications,recC0kHaf4KAgi4Qy,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Telecommunications Carriers,"This industry includes entities that operate, maintain, and/or provide access to switching and transmission facilities and infrastructure that they own and/or lease for the transmission of voice, data, text, sound, and video using wired and wireless telecommunications networks.",telecommunications-carriers,reci6tW67O4ZKNQJH,,2023-02-16 15:33:40,,
Telephone Call Centers,"This industry includes entities that
1. Answer telephone calls and relaying messages to clients or
2. Provide telemarketing services on a contract or fee basis for others, such as promoting clients' products or services by telephone; taking orders for clients by telephone; and soliciting contributions or that provide information for clients by telephone.",telephone-call-centers,recqxb0kwfDF11lgU,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Temporary Help Services,"This industry includes entities that supply workers to clients' businesses for limited periods of time to supplement the working force of the client.",temporary-help-services,recGhT0Bc6k1CwUCi,,2023-02-16 15:33:40,,
Textile Manufacturing,"This industry includes entities that transform a basic fiber (natural or synthetic) into a product, such as yarn or fabric that is further manufactured into usable items, such as sheets, towels, and textile bags for individual or industrial consumption.",textile-manufacturing,rech3lrY4Ce2vfMwG,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Theater Companies,"This industry includes companies, groups, or theaters that offer the following live theatrical presentations: musicals; operas; plays; and comedy, improvisational, mime, and puppet shows and entities, commonly known as dinner theaters, that produce live theatrical productions along with food and beverages for consumption on the premises.",theater-companies,rec3leJpbu6W3GAnb,,2023-02-16 15:33:40,,
Think Tanks,"This industry includes entities that conduct research and analyses in sociology, psychology, economics, and other fields in social sciences and humanities.",think-tanks,recmk7Cq4YTMHUjk2,,2023-02-16 15:33:40,,
Tobacco,This industry includes entities that produce and/or sell tobacco and tobacco-related products,tobacco,recWrVM6Asiaa37gI,,2023-02-16 15:33:40,,
Tobacco Manufacturing,This industry includes entities that stem and redry tobacco and/or manufacture cigarettes and other tobacco products.,tobacco-manufacturing,recslLW771uqZ8ZP1,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Translation and Localization,This industry includes entities that translate written material and interpret speech from one language to another.,translation-and-localization,reccZKLUM7n05UTYb,,2023-02-16 15:33:40,,
Transportation Equipment Manufacturing,This industry includes entities that manufacture equipment for transporting people and goods.,transportation-equipment-manufacturing,recU9B105zsWxDI86,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Transportation, Logistics, Supply Chain and Storage",,transportation-logistics-supply-chain-and-storage,recBFaVoUbVeppMdS,,2023-02-16 15:33:40,,
Transportation Programs,"This industry includes government entities that focus on the administration, regulation, licensing, planning, inspection, and investigation of transportation services and facilities, including motor vehicle and operator licensing, the Coast Guard (except the Coast Guard Academy), and parking authorities.",transportation-programs,recOy8yO08yCC59Y7,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Transportation/Trucking/Railroad,"This industry includes entities that provide services for moving people, goods, or the infrastructure to do so.",transportation-trucking-railroad,recor2lyPBbmzsMsI,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Travel Arrangements,"This industry includes entities that provide travel agency services, arrange or assemble tours, or provide other travel arrangement and reservation services.",travel-arrangements,recWVCDOmTdqHAKDk,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Truck Transportation,"This industry includes entities that provide over-the-road transportation of cargo using motor vehicles, such as trucks and tractor trailers. This includes general freight trucking (i.e., palletized commodities transported in a container or van trailer) and specialized freight trucking (i.e., transportation of cargo that, because of size, weight, or shape, requires specialized transportation equipment).",truck-transportation,recYgBtY8ffdDugbw,,2023-02-16 15:33:40,,
Trusts and Estates,"This industry includes legal entities (i.e., investment pools and/or funds) organized to pool securities or other assets (except insurance and employee benefit funds) on behalf of shareholders, unitholders, or beneficiaries.",trusts-and-estates,rectZZeqoKslggd6c,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Turned Products and Fastener Manufacturing,"This industry includes entities involved in one of the following:
1. Operating machine shops for machining metal and plastic parts and parts of other composite materials on a job or order basis
2. Machining precision turned products
1. Manufacturing metal bolts, nuts, screws, rivets, and other industrial fasteners.",turned-products-and-fastener-manufacturing,rec0kgOSAzodTJmB7,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Urban Transit,This industry includes entities that primarily operate local and suburban passenger transit systems over regular routes and on regular schedules within a metropolitan area.,urban-transit,recqMaavyLS4mPrLu,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Utilities,,utilities,rec2CZBJbTUttZqog,,2023-02-16 15:33:40,,
Utilities Administration,"This industry includes government entities that focus on administration, regulation, licensing, and inspection of utilities, such as communications, electric power (including fossil, nuclear, solar, water, and wind), gas and water supply, and sewerage.",utilities-administration,receKIHimj15jL2gW,,2023-02-16 15:33:40,,
Utility System Construction,"This industry includes entities that construct distribution lines and related buildings and structures for utilities (i.e., water, sewer, petroleum, gas, power, and communication). All structures (including buildings) that are integral parts of utility systems (e.g., storage tanks, pumping stations, power plants, and refineries) are included.",utility-system-construction,rec5meGrFX4NwMfaM,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Vehicle Repair and Maintenance,"This industry includes entities that provide repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.",vehicle-repair-and-maintenance,rec9ApujXIUKNmao5,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Venture Capital and Private Equity Principals,"This industry includes entities that act as principals (except investment bankers, securities dealers, and commodity contracts dealers) in buying or selling financial contracts generally on a spread basis.",venture-capital-and-private-equity-principals,rec8IEUzULT2rkgpS,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Veterinary,"This industry includes entities that participate in economic activities related to the practice of veterinary medicine, dentistry, or surgery for animals.",veterinary,recA5BzvfHZDyMPd9,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Vocational Rehabilitation Services,"This industry includes entities that provide vocational rehabilitation or habilitation services, such as job counseling, job training, and work experience, to unemployed and underemployed persons, persons with disabilities, and persons who have a job market disadvantage because of lack of education, job skill, or experience and/or training and employment to persons with disabilities.",vocational-rehabilitation-services,rec9Lkz35naA0eDo8,,2023-02-16 15:33:40,,
Warehousing,This industry includes entities that provide storage of physical inventory for sale or distribution.,warehousing,rec5Gy6HdHYJey9s8,,2023-02-16 15:33:40,,
Warehousing and Storage,"This industry includes entities that operate warehouse and storage facilities for general merchandise, refrigerated goods, and other warehouse products. They take responsibility for keeping goods secure and do not sell the goods they handle, but may provide services related to the distribution of goods, such as labeling, inventory control, and light assembly.",warehousing-and-storage,recBeGN2akteIZykI,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Waste Collection,"This industry includes entities that collect and/or haul hazardous waste, nonhazardous waste, and/or recyclable materials within a local area and/or operate hazardous or nonhazardous waste transfer stations and may be responsible for the identification, treatment, packaging, and labeling of waste for the purposes of transport.",waste-collection,rec40MBMOMw4UXTR0,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Waste Treatment and Disposal,"This industry includes entities that operate waste treatment or disposal facilities (except sewer systems or sewage treatment facilities). Waste combustors or incinerators, solid waste landfills, and compost dumps are included in this industry; auto wreckers are not.",waste-treatment-and-disposal,rec5DEs7SmzRm2Tdw,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Water Supply and Irrigation Systems,"This industry includes entities that operate treatment plants and/or water supply systems. This may include pumping stations, aqueducts, and/or distribution mains, for water used for drinking, irrigation, or other uses.",water-supply-and-irrigation-systems,recuH86QY1elVjqOb,,2023-02-27 08:39:16,2023-02-27 08:39:17,
"Water, Waste, Steam, and Air Conditioning","This industry includes entities that:
1. Operate water treatment plants and/or water supply systems
2. Operate sewer systems or sewage treatment facilities
3. Provide steam, heated air, or cooled air.",water-waste-steam-and-air-conditioning,reczzg0nqwXazilAg,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Web3,,web3,recQ2QdZuNkkBghAu,,2023-02-16 15:33:40,,
Wellness and Fitness,"This industry includes entities that:
1. Operate fitness and recreational facilities for sports, such as swimming, skating, or racquet sports; and/or
2. Provide non-medical services to assist clients in attaining or maintaining a desired weight or healthfulness, such as individual or group counseling and menu and exercise planning.",wellness-and-fitness,rec2KdX4ZAPNMBL69,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale,,wholesale,recM5VfhRKL9Z4HKR,,2023-02-16 15:33:40,,
Wholesale Alcoholic Beverages,"This industry includes entities that distribute wholesale beer, ale, wine, and/or distilled alcoholic beverages.",wholesale-alcoholic-beverages,recSAvW8ZnXA0ZAta,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Apparel and Sewing Supplies,"This industry includes entities that distribute wholesale piece goods, notions, and other dry goods; men's and boys' clothing and furnishings; women's, children's, and infants' clothing and accessories; and footwear.",wholesale-apparel-and-sewing-supplies,rec5i4kXHYx8efzm4,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Wholesale Appliances, Electrical, and Electronics","This industry includes entities that distribute wholesale electrical apparatus and equipment, wiring supplies, and related equipment; household appliances, electric housewares, and consumer electronics; and other electronic parts and equipment.",wholesale-appliances-electrical-and-electronics,reccleUI0qW5XlN7P,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Building Materials,"This industry includes entities that distribute wholesale building materials, such as lumber, plywood, millwork, and wood panels; brick, stone, and related construction materials; roofing, siding, and insulation materials; and other construction materials, including manufactured homes (i.e., mobile homes) and/or prefabricated buildings.",wholesale-building-materials,recdqrYiK6y2hxuac,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Chemical and Allied Products,"This industry includes entities that distribute wholesale chemicals, plastics materials and basic forms and shapes, and allied products.",wholesale-chemical-and-allied-products,recDomGQTtflmRWuO,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Computer Equipment,This industry includes entities that distribute wholesale computers and computer equipment.,wholesale-computer-equipment,recyXsHBYsByUZoQI,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Wholesale Drugs and Sundries,"This industry includes entities that distribute wholesale biological and medical products; botanical drugs and herbs; and pharmaceutical products intended for internal and/or external consumption in such forms as ampoules, tablets, capsules, vials, ointments, powders, solutions, and suspensions.",wholesale-drugs-and-sundries,recYpORJX4aaa5tEl,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Food and Beverage,"This industry includes entities that distribute wholesale:
1. General line of groceries
2. Packaged frozen food
3. Dairy products
4. Poultry and poultry products
5. Confectioneries
6. Fish and seafood
7. Meats and meat products
8. Fresh fruits and vegetables
9. Other grocery and related products.",wholesale-food-and-beverage,recOUTRbkpnIbFiUr,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Footwear,"This industry includes entities that distribute wholesale footwear (including athletic footwear) of leather, rubber, and other materials.",wholesale-footwear,recnRiMFaJ185wWVI,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Furniture and Home Furnishings,"This industry includes entities that distribute wholesale furniture (except hospital beds, medical furniture, and drafting tables), home furnishings, and/or housewares.",wholesale-furniture-and-home-furnishings,recZ6uGd2jpZtnW82,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Wholesale Hardware, Plumbing, Heating Equipment",This industry includes entities that distribute wholesale hardware; plumbing and heating equipment and supplies (hydronics); warm air heating and air-conditioning equipment and supplies; and refrigeration equipment and supplies.,wholesale-hardware-plumbing-heating-equipment,rec45Czix3sTgONfJ,,2023-02-16 15:33:40,,
Wholesale Import and Export,"This industry includes entities that facilitate trade of goods and commodities between domestic and foreign companies. Entities may buy/sell goods on their own account (import/export merchants) or on a commission basis (import/export agents and brokers). Subject to trade agreements between jurisdictions, they may handle tariffs and customs declarations and procedures.",wholesale-import-and-export,recExKyjSx8s9rx4E,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Luxury Goods and Jewelry,"This industry includes entities that distribute wholesale jewelry, precious and semiprecious stones, precious metals and metal flatware, costume jewelry, watches, clocks, silverware, and/or jewelers' findings.",wholesale-luxury-goods-and-jewelry,rec6UWM8lFLHBr1rv,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Machinery,"This industry includes entities that distribute wholesale construction, mining, farm, garden, industrial, service establishment, and transportation machinery, equipment, and supplies.",wholesale-machinery,reckH7OqFGPNRXzQ2,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Metals and Minerals,"This industry includes entities that distribute wholesale products of the primary metals industries (including metal service centers) and coal, coke, metal ores, and/or nonmetallic minerals (except precious and semiprecious stones and minerals used in construction).",wholesale-metals-and-minerals,recJnlwV7q9kQ9cKQ,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Motor Vehicles and Parts,"This industry includes entities that distribute wholesale automobiles and other motor vehicles, motor vehicle supplies, tires, and new or used parts.",wholesale-motor-vehicles-and-parts,recA435wWfIXyEZMP,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Paper Products,This industry includes entities that distribute wholesale bulk printing and writing paper; stationery and office supplies; and industrial and personal service paper.,wholesale-paper-products,reckK9QtqQUM4UVz4,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Petroleum and Petroleum Products,"This industry includes entities that distribute wholesale petroleum and petroleum products, including liquefied petroleum gas.",wholesale-petroleum-and-petroleum-products,recOzWlW7CsnTNq05,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Photography Equipment and Supplies,This industry includes entities that distribute wholesale photographic equipment and supplies (except office equipment).,wholesale-photography-equipment-and-supplies,rec3QxKvTOiZeq0z9,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Raw Farm Products,"This industry includes entities that distribute wholesale agricultural products (except raw milk, live poultry, and fresh fruits and vegetables), such as grains, field beans, livestock, and other farm product raw materials (excluding seeds).",wholesale-raw-farm-products,recPcwEfpoXxE0DiT,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wholesale Recyclable Materials,"This industry includes entities that distribute wholesale automotive scrap, industrial scrap, and other recyclable materials. Included in this industry are auto wreckers that dismantle motor vehicles for the purpose of wholesaling scrap.",wholesale-recyclable-materials,rec6RNSH34Rcm2Nqe,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wind Electric Power Generation,This industry includes entities that operate wind electric power generation facilities to drive turbines and produce electric energy for electric power transmission systems or for electric power distribution systems.,wind-electric-power-generation,recu6Lv19eFdYE67y,,2023-02-16 15:33:40,,
Wine and Spirits,This industry includes entities that produce and/or sell alcoholic drinks exclusive of beer and cider.,wine-and-spirits,rech4z5MIUNeqihkm,,2023-02-16 15:33:40,,
Wineries,"This industry includes entities that focus on one or more of the following:
1. Growing grapes and manufacturing wines and brandies
2. Manufacturing wines and brandies from grapes and other fruits grown elsewhere
3. Blending wines and brandies.",wineries,rechj5WWnGQRSmBWw,,2023-02-16 15:33:40,,
Wireless Services,"This industry includes entities that operate and maintain switching and transmission facilities to provide communications via the airwaves, such as cellular phone services, paging services, wireless Internet access, and wireless video services.",wireless-services,rec2Q00NVtgXsACZl,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Women's Handbag Manufacturing","This industry includes entities that manufacture women's handbags and purses of any material (except precious metal).","women's-handbag-manufacturing",recCMkx4obK0UnIB2,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Wood Product Manufacturing,"This industry includes entities that manufacture wood products, such as lumber, plywood, veneers, wood containers, wood flooring, wood trusses, manufactured homes (i.e., mobile homes), and prefabricated wood buildings.",wood-product-manufacturing,recUotCZL3oomHARw,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Writing and Editing,"This industry includes entities that create documents or resumes, edit or proofread documents, transcribe documents, and/or provide other writing and editing services.",writing-and-editing,rec1PEPaPq5bKhzku,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Zoos and Botanical Gardens,This industry includes entities that preserve and exhibit live plant and animal life displays.,zoos-and-botanical-gardens,recd55JAyNmeJAnBD,,2023-02-27 08:39:16,2023-02-27 08:39:16,
